"[""请翻译字体名，字体尺寸，字体式样和翻译文字。如果这些域为空，他们将不能翻译。""]",,,,,,,,
[分类,对象名,字体名,字体尺寸,字体式样,原文字,翻译文字,原文字,翻译文字]
Caption,OEM_1024_768_ProductStatus.FaultBarChart.grpBars3.DataLink_Bar9Display2,Arial,11,1,,,,
Description,OEM_1024_768_ProductStatus.FaultBarChart,,,,FaultBarChart,故障条形图,,
Caption,OEM_1024_768_ProductStatus.grpCounts4.GrpRowLabels4.RowOneLabel4,Arial,12,1,Target Count:,目标计数:,,
Caption,OEM_1024_768_ProductStatus.grpCounts4.GrpRowLabels4.RowTwoLabel4,Arial,13,1,Current Count:,当前计数:,,
Caption,OEM_1024_768_ProductStatus.grpCounts4.GrpRowLabels4.RowThreeLabel4,Arial,13,1,Production Count:,生产计数:,,
Caption,OEM_1024_768_ProductStatus.grpCounts4.GrpRowLabels4.RowFourLabel4,Arial,12,1,Defect Count:,次品计数:,,
Caption,OEM_1024_768_ProductStatus.grpCounts4.GrpRowDataSources4.RowOneData4,Arial,12,1,,,,
Caption,OEM_1024_768_ProductStatus.grpCounts4.GrpRowDataSources4.RowTwoData4,Arial,12,1,,,,
Caption,OEM_1024_768_ProductStatus.grpCounts4.GrpRowDataSources4.RowThreeData4,Arial,12,1,,,,
Caption,OEM_1024_768_ProductStatus.grpCounts4.GrpRowDataSources4.RowFourData4,Arial,12,1,,,,
Caption,OEM_1024_768_ProductStatus.grpStates4.GroupPieGrid8.GrpRowLabels12.RowOneLabel12,Arial,13,1,Run,运行,,
Caption,OEM_1024_768_ProductStatus.grpStates4.GroupPieGrid8.GrpRowLabels12.RowTwoLabel12,Arial,13,1,Fault,故障,,
Caption,OEM_1024_768_ProductStatus.grpStates4.GroupPieGrid8.GrpRowLabels12.RowThreeLabel12,Arial,13,1,Blocked,阻塞,,
Caption,OEM_1024_768_ProductStatus.grpStates4.GroupPieGrid8.GrpRowLabels12.RowFourLabel12,Arial,13,1,Starved,缺料,,
Caption,OEM_1024_768_ProductStatus.grpStates4.GroupPieGrid8.GrpRowDataSources12.TextlblPercentFour12,Arial,13,1,%,%,,
Caption,OEM_1024_768_ProductStatus.grpStates4.GroupPieGrid8.GrpRowDataSources12.TextlblPercentOne12,Arial,13,1,%,%,,
Caption,OEM_1024_768_ProductStatus.grpStates4.GroupPieGrid8.GrpRowDataSources12.TextlblPercentTwo12,Arial,12,1,%,%,,
Caption,OEM_1024_768_ProductStatus.grpStates4.GroupPieGrid8.GrpRowDataSources12.TextlblPercentThree12,Arial,13,1,%,%,,
Caption,OEM_1024_768_ProductStatus.grpStates4.GroupPieGrid8.GrpRowDataSources12.RowOneDisplayData12,Arial,12,1,,,,
Caption,OEM_1024_768_ProductStatus.grpStates4.GroupPieGrid8.GrpRowDataSources12.RowTwoDisplayData12,Arial,13,1,,,,
Caption,OEM_1024_768_ProductStatus.grpStates4.GroupPieGrid8.GrpRowDataSources12.RowThreeDisplayData12,Arial,12,1,,,,
Caption,OEM_1024_768_ProductStatus.grpStates4.GroupPieGrid8.GrpRowDataSources12.RowFourDisplayData12,Arial,13,1,,,,
Caption,OEM_1024_768_ProductStatus.grpStates4.GroupPieChart4.GroupSolidOvals4.grpAllZeros7.TextQuestionMark7,Arial,62,0,?,?,,
